id;date;device;canal;sentiment;type_photo;type_sinistre;anciennete_client;garantie;csat;gravite;region;source;commentaire;commentaire_clean;topic;topic_label;keywords
2148;2024-09-15;Android;App;neu;parcours;bris_de_glace;3-10 ans;tous_risques;3;faible;PACA;Web;Globalement ça va, je ne comprends pas les étapes entre les onglets, alors j'ai réussi au final, ça manque de simplicité.;globalement comprendre étape onglet réussir final manque simplicité;9;Parcours confus / onglets incompréhensibles;onglet, parcours, confus, comprendre, étape, globalement, journée, manque, simplicité, inadmissible
2149;2024-12-21;Android;Web;neg;bug;incendie;1-3 ans;tiers;2;faible;Nouvelle-Aquitaine;Téléphone;Très mécontent ça me déconnecte tout seul dès que je passe à l'étape suivante malgré plusieurs essais donc je perds un temps fou c'est pas.;mécontent déconnecter passer étape essai perdre temps fou;17;Thème 17 (à analyser);déconnecter, fois, refaire, mise, jour, mouliner, fou, temps, dernier, perdre
2150;2024-10-20;Android;Web;neu;parcours;collision;0-1 an;tiers;3;faible;Occitanie;App;Pas terrible mais bon, je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif, du coup j'ai dû m'y reprendre, j'attends une amélioration.;terrible bon arriver trouver sinistre récapitulatif coup devoir reprendre attendre amélioration;-1;Commentaires généraux / hors sujet;
2151;2024-05-13;Android;Web;neg;bug;bris_de_glace;0-1 an;tous_risques;2;faible;Bretagne;App;Ras-le-bol, l'application plante après la mise à jour malgré plusieurs essais, donc rien n'avance, c'est pas sérieux.;ras-le-bol application plant mise jour essai rien avance sérieux;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
2152;2024-09-20;Web;App;neg;photo;collision;3-10 ans;tous_risques;1;faible;PACA;App;Ras-le-bol, je ne peux pas joindre les images à la fin du formulaire, honnêtement je perds un temps fou, je vais réessayer plus tard.;ras-le-bol joindre image fin formulaire honnêtement perdre temps fou réessayer tard;108;Thème 108 (à analyser);image, joindre, fou, temps, formulaire, le, bol, ras, perdre, fin
2153;2024-04-02;iOS;Email;neu;complexité;collision;3-10 ans;tous_risques;3;faible;Nouvelle-Aquitaine;App;C'est mitigé, c'est trop technique avant de valider, honnêtement j'ai réussi au final, j'attends une amélioration.;mitiger trop technique valider honnêtement réussir final attendre amélioration;-1;Commentaires généraux / hors sujet;
2154;2024-02-15;Android;Web;neu;complexité;incendie;0-1 an;tiers;3;faible;Nouvelle-Aquitaine;Web;Pas terrible mais bon, trop de champs obligatoires juste pour une info, alors j'ai réussi au final, j'attends une amélioration.;terrible bon trop champ obligatoire info réussir final attendre amélioration;41;Thème 41 (à analyser);champ, obligatoire, trop, envoyer, avancer, terrible, amélioration, attendre, valider, tard
2155;2024-05-05;Android;Web;neg;photo;collision;1-3 ans;tous_risques;2;moyenne;Normandie;App;Franchement, je ne peux pas joindre les images à la fin du formulaire et je perds tout, mais rien n'avance, merci de corriger vite.;franchement joindre image fin formulaire perdre rien avance corriger vite;13;Joindre une image impossible;image, joindre, avance, rien, espérer, aller, avancer, gramme, justificatif, formulaire
2156;2024-03-10;Android;Web;neg;photo;collision;0-1 an;tous_risques;1;faible;Nouvelle-Aquitaine;App;Très mécontent, l'ajout des photos bloque après trois essais et je perds tout, bref rien n'avance, j'espère que ça ira mieux.;mécontent ajout photo bloquer essai perdre bref rien avance espérer aller mieux;-1;Commentaires généraux / hors sujet;
2157;2024-08-12;Android;Web;neg;photo;incendie;3-10 ans;tous_risques;1;moyenne;Bretagne;Email;Ras-le-bol, la caméra ne s'ouvre pas au moment de valider et je perds tout, donc je perds un temps fou, merci de corriger vite.;ras-le-bol caméra ouvrir moment valider perdre perdre temps fou corriger vite;5;Caméra qui ne s’ouvre pas;caméra, ouvrir, fou, temps, perdre, formulaire, valider, moment, fin, méconter
2158;2024-08-21;Web;App;neg;bug;collision;1-3 ans;jeune_conducteur;2;moyenne;Hauts-de-France;Téléphone;Ras-le-bol, ça boucle sur la même page sur la dernière étape malgré plusieurs essais, et ça bloque encore, bonne journée.;ras-le-bol boucle page dernier étape essai bloquer bon journée;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
2159;2024-12-30;iOS;App;neg;photo;collision;0-1 an;tous_risques;1;moyenne;Bretagne;Téléphone;Franchement, les photos restent en attente au moment de valider malgré plusieurs essais, mais rien n'avance, c'est pas sérieux.;franchement photo attente moment valider essai rien avancer sérieux;10;Photos en attente / rien n’avance;attente, photo, rien, avance, avancer, gramme, vite, mécontent, corriger, sérieux
2160;2024-02-16;Web;Email;neg;photo;vol;3-10 ans;tiers;1;faible;Hauts-de-France;Téléphone;Franchement, la caméra ne s'ouvre pas pendant la déclaration et je perds tout, et je perds un temps fou, c'est pas sérieux.;franchement caméra ouvrir déclaration perdre perdre temps fou sérieux;33;Thème 33 (à analyser);caméra, ouvrir, déclaration, avance, inadmissible, mécontent, rien, pénible, devenir, vite
2161;2024-03-20;Android;App;neg;parcours;vol;0-1 an;tiers;1;faible;Hauts-de-France;Web;C'est inadmissible, je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif et je perds tout, donc rien n'avance, c'est pas sérieux.;inadmissible arriver trouver sinistre récapitulatif perdre rien avance sérieux;11;Difficulté à trouver sinistre / devis;trouver, sinistre, arriver, devis, récapitulatif, inadmissible, finir, appeler, rien, avancer
2162;2024-02-19;iOS;App;neg;photo;collision;1-3 ans;tous_risques;2;forte;Auvergne-Rhône-Alpes;App;Ras-le-bol, le scan des documents tourne en rond même en 4G et je perds tout, alors je perds un temps fou, bonne journée.;ras-le-bol scan document tourne rond gramme perdre perdre temps fou bon journée;198;Thème 198 (à analyser);scan, document, journée, tourne, rond, bon, fou, temps, perdre, gramme
2163;2024-11-01;Web;App;pos;photo;collision;1-3 ans;tous_risques;4;moyenne;Île-de-France;App;Merci, l'ajout des photos bloque sur l'étape des justificatifs au début, puis tout s'est débloqué rapidement, franchement j'ai eu une réponse rapide, bravo à l'équipe.;ajout photo bloqu étape justificatif début débloquer rapidement franchement réponse rapide bravo équipe;65;Thème 65 (à analyser);être, résolution, rapide, satisfait, photo, attente, réponse, service, efficace, équipe
2164;2024-03-24;Android;App;pos;bug;collision;3-10 ans;tiers;5;moyenne;Bretagne;App;Bonne expérience ça boucle sur la même page sur la dernière étape au début puis tout s'est débloqué rapidement donc tout est bien expliqué bravo.;bon expérience boucle page dernier étape début débloquer rapidement bien expliquer bravo;189;Thème 189 (à analyser);page, débloquer, rapidement, début, clic, figer, boucle, expérience, satisfait, dernier
2165;2024-03-23;Web;Téléphone;neg;parcours;collision;3-10 ans;pro;1;moyenne;Auvergne-Rhône-Alpes;Web;Ras-le-bol, je ne comprends pas les étapes quand il faut choisir le garage et je perds tout, donc rien n'avance, je vais réessayer plus tard.;ras-le-bol comprendre étape falloir choisir garage perdre rien avance réessayer tard;8;Choix du garage / compréhension du parcours;falloir, choisir, garage, comprendre, parcours, confus, étape, inadmissible, manqu, manque
2166;2024-12-17;Android;App;neg;photo;catastrophe_naturelle;1-3 ans;pro;2;moyenne;Nouvelle-Aquitaine;Téléphone;Très mécontent, les photos restent en attente même en 4G et je perds tout, du coup rien n'avance, c'est pas sérieux.;mécontent photo attente gramme perdre coup rien avancer sérieux;10;Photos en attente / rien n’avance;attente, photo, rien, avance, avancer, gramme, vite, mécontent, corriger, sérieux
2167;2024-11-10;iOS;App;pos;photo;collision;1-3 ans;tiers;4;faible;Hauts-de-France;Web;Merci, les photos restent en attente pendant la déclaration mais la résolution a été rapide, mais le suivi était clair, bravo à l'équipe.;photo attente déclaration résolution être rapide suivi clair bravo équipe;65;Thème 65 (à analyser);être, résolution, rapide, satisfait, photo, attente, réponse, service, efficace, équipe
2168;2024-10-19;Android;App;pos;lenteur;catastrophe_naturelle;0-1 an;tiers;4;faible;Occitanie;Web;Bonne expérience, le chargement est interminable à chaque étape et j'ai pu finaliser sans stress, franchement j'ai eu une réponse rapide, continuez comme ça.;bon expérience chargement interminable étape finaliser stress franchement réponse rapide continuer;-1;Commentaires généraux / hors sujet;
2169;2024-03-27;iOS;App;neg;bug;catastrophe_naturelle;1-3 ans;tous_risques;2;moyenne;Grand Est;App;C'est inadmissible, ça boucle sur la même page dès que je passe à l'étape suivante, donc ça bloque encore, c'est pas sérieux.;inadmissible boucle page passer étape bloquer sérieux;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
2170;2024-11-16;Android;App;neu;authentification;incendie;1-3 ans;tous_risques;3;moyenne;Centre-Val de Loire;App;Ça pourrait être mieux, ça bloque sur l'authentification sur l'espace client, honnêtement j'ai dû m'y reprendre, ça manque de simplicité.;mieux bloquer authentification espace client honnêtement devoir reprendre manque simplicité;104;Thème 104 (à analyser);authentification, client, espace, bloquer, aider, support, reprendre, devoir, app, web
2171;2024-05-15;Web;Web;neg;photo;collision;1-3 ans;jeune_conducteur;1;moyenne;Bretagne;App;Je suis déçu, l'ajout des photos bloque même en 4G malgré plusieurs essais, donc je perds un temps fou, je vais réessayer plus tard.;décevoir ajout photo bloquer gramme essai perdre temps fou réessayer tard;45;Thème 45 (à analyser);ajout, photo, gramme, fou, temps, bloquer, perdre, sérieux, essai, tard
2172;2024-07-27;iOS;App;neg;authentification;bris_de_glace;10+ ans;jeune_conducteur;1;faible;Nouvelle-Aquitaine;Email;Je suis déçu, ça bloque sur l'authentification depuis plusieurs tentatives, du coup ça bloque encore, ça devient pénible.;décevoir bloquer authentification tentative coup bloquer devenir pénible;29;Thème 29 (à analyser);authentification, identifiant, tentative, réinitialisation, bloquer, bon, manque, simplicité, reprendre, fou
2173;2024-05-06;iOS;App;pos;bug;collision;10+ ans;tiers;4;faible;Nouvelle-Aquitaine;Téléphone;Bonne expérience, un message d'erreur apparaît quand j'ouvre le dossier mais la résolution a été rapide, honnêtement tout est bien expliqué, continuez comme ça, bien.;bon expérience message erreur apparaître ouvrir dossier résolution être rapide honnêtement bien expliquer continuer bien;-1;Commentaires généraux / hors sujet;
2174;2024-03-24;iOS;Web;pos;photo;catastrophe_naturelle;3-10 ans;tous_risques;4;moyenne;PACA;Téléphone;Bonne expérience, la caméra ne s'ouvre pas sur l'étape des justificatifs et j'ai pu finaliser sans stress, alors le suivi était clair, continuez comme ça.;bon expérience caméra ouvrir étape justificatif finaliser stress suivi clair continuer;207;Thème 207 (à analyser);finaliser, stress, caméra, continuer, satisfait, ouvrir, réponse, expérience, expliquer, bien
2175;2024-09-17;iOS;Web;neu;photo;collision;0-1 an;tiers;3;forte;PACA;Web;Pas terrible mais bon le scan des documents tourne en rond sur l'étape des justificatifs mais j'ai dû m'y reprendre le support via web a.;terrible bon scan document tourne rond étape justificatif devoir reprendre support web;51;Thème 51 (à analyser);document, scan, web, support, rond, tourne, aider, app, réussir, gramme
2176;2024-01-09;iOS;App;neg;photo;collision;0-1 an;tiers;2;moyenne;Auvergne-Rhône-Alpes;App;Franchement, l'envoi des clichés échoue pendant la déclaration, et je perds un temps fou, merci quand même.;franchement envoi cliché échouer déclaration perdre temps fou;-1;Commentaires généraux / hors sujet;
2177;2024-08-08;Android;Web;neu;photo;collision;1-3 ans;pro;3;faible;Île-de-France;App;Ça pourrait être mieux, l'envoi des clichés échoue même en 4G, donc ça passe mais c'est limite, le support via app a aidé.;mieux envoi cliché échouer gramme passer limite support app aider;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
2178;2024-10-03;Android;App;neg;photo;catastrophe_naturelle;1-3 ans;jeune_conducteur;2;moyenne;Auvergne-Rhône-Alpes;Téléphone;Je suis déçu, les photos restent en attente sur l'étape des justificatifs, alors je perds un temps fou, ça devient pénible.;décevoir photo attente étape justificatif perdre temps fou devenir pénible;19;Thème 19 (à analyser);attente, photo, fou, temps, justificatif, gramme, perdre, pénible, devenir, bloqu
2179;2024-11-19;Android;Web;neg;complexité;collision;0-1 an;tous_risques;2;faible;Normandie;App;C'est inadmissible, trop de champs obligatoires alors que j'ai déjà envoyé et je perds tout, donc rien n'avance, je vais réessayer plus tard.;inadmissible trop champ obligatoire envoyer perdre rien avance réessayer tard;41;Thème 41 (à analyser);champ, obligatoire, trop, envoyer, avancer, terrible, amélioration, attendre, valider, tard
2180;2024-01-11;iOS;App;neu;bug;collision;3-10 ans;tiers;3;forte;Pays de la Loire;Web;Globalement ça va, l'application plante sur la dernière étape, et j'ai réussi au final, ça manque de simplicité.;globalement application plant dernier étape réussir final manque simplicité;193;Thème 193 (à analyser);plant, application, jour, mise, manque, simplicité, confirmer, dernier, plante, appli
2181;2024-05-17;iOS;App;neg;parcours;collision;10+ ans;jeune_conducteur;2;forte;Île-de-France;Téléphone;Très mécontent, le parcours est confus sur le récapitulatif et je perds tout, donc je perds un temps fou, je vais réessayer plus tard.;mécontent parcours confus récapitulatif perdre perdre temps fou réessayer tard;119;Thème 119 (à analyser);récapitulatif, confus, parcours, devis, comprendre, fou, temps, sinistre, pénible, devenir
2182;2024-05-11;iOS;Web;neg;photo;bris_de_glace;3-10 ans;tiers;2;faible;Île-de-France;App;Ras-le-bol, le scan des documents tourne en rond au moment de valider malgré plusieurs essais, franchement ça bloque encore, ça devient pénible.;ras-le-bol scan document tourne rond moment valider essai franchement bloquer devenir pénible;31;Thème 31 (à analyser);document, scan, rond, tourne, avance, rien, valider, moment, réessayer, avancer
2183;2024-03-28;iOS;Web;neu;lenteur;vol;1-3 ans;tous_risques;3;faible;Occitanie;Web;Ça pourrait être mieux, ça mouline sans fin sur la validation finale, honnêtement j'ai dû m'y reprendre, le support via web a aidé.;mieux mouliner fin validation final honnêtement devoir reprendre support web aider;-1;Commentaires généraux / hors sujet;
2184;2024-03-09;Android;App;neu;photo;collision;3-10 ans;jeune_conducteur;3;faible;PACA;App;C'est mitigé, l'envoi des clichés échoue au moment de valider, donc j'ai dû m'y reprendre, le support via app a aidé.;mitiger envoi cliché échouer moment valider devoir reprendre support app aider;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
2185;2024-12-29;Android;App;neg;bug;catastrophe_naturelle;3-10 ans;pro;1;moyenne;Nouvelle-Aquitaine;Téléphone;Très mécontent, un message d'erreur apparaît dès que je passe à l'étape suivante malgré plusieurs essais, franchement rien n'avance, ça devient pénible.;mécontent message erreur apparaître passer étape essai franchement rien avance devenir pénible;27;Thème 27 (à analyser);apparaître, erreur, message, dernier, mise, jour, confirmer, aller, dossier, espérer
2186;2024-12-10;Android;App;neg;parcours;bris_de_glace;10+ ans;tous_risques;2;faible;Occitanie;Téléphone;Franchement, les infos demandées se répètent entre devis et sinistre et je perds tout, du coup ça bloque encore, c'est pas sérieux.;franchement info demander répèter devis sinistre perdre coup bloquer sérieux;90;Thème 90 (à analyser);devis, répèter, demander, info, sinistre, décevoir, sérieux, perdre, pénible, devenir
2187;2024-09-09;Android;Web;neg;photo;bris_de_glace;3-10 ans;tiers;1;moyenne;Île-de-France;App;C'est inadmissible, je ne peux pas joindre les images même en 4G, donc ça bloque encore, merci de corriger vite.;inadmissible joindre image gramme bloquer corriger vite;23;Thème 23 (à analyser);image, joindre, bloquer, sérieux, pénible, devenir, formulaire, gramme, inadmissible, fin
2188;2024-08-08;Web;App;neg;parcours;collision;0-1 an;tiers;1;faible;Nouvelle-Aquitaine;App;Ras-le-bol, les boutons ne sont pas clairs entre devis et sinistre malgré plusieurs essais, et rien n'avance, ça devient pénible.;ras-le-bol bouton clair devis sinistre essai rien avancer devenir pénible;82;Thème 82 (à analyser);bouton, clair, devis, récapitulatif, sinistre, bref, aller, espérer, réessayer, avancer
2189;2024-06-07;iOS;App;neg;parcours;bris_de_glace;1-3 ans;jeune_conducteur;1;faible;Auvergne-Rhône-Alpes;Téléphone;Ras-le-bol, les boutons ne sont pas clairs pour une simple déclaration malgré plusieurs essais, mais je perds un temps fou, c'est pas sérieux.;ras-le-bol bouton clair simple déclaration essai perdre temps fou sérieux;47;Thème 47 (à analyser);bouton, valider, jour, mise, confirmer, fou, temps, rien, perdre, dossier
2190;2024-01-21;Android;Web;neg;authentification;bris_de_glace;0-1 an;jeune_conducteur;2;moyenne;Grand Est;App;Je suis déçu, je n'arrive pas à me connecter après changement de téléphone et je perds tout, bref ça bloque encore, j'ai fini par appeler.;décevoir arriver connecter changement téléphone perdre bref bloquer finir appeler;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
2191;2024-10-25;Android;App;neg;lenteur;incendie;10+ ans;tous_risques;2;moyenne;Pays de la Loire;App;C'est inadmissible, le chargement est interminable au moment d'envoyer et je perds tout, du coup ça bloque encore, merci quand même.;inadmissible chargement interminable moment envoyer perdre coup bloquer;3;Chargement interminable des pièces;chargement, interminable, pièce, envoyer, joindre, moment, tard, réessayer, étape, perdre
2192;2024-01-01;iOS;App;neg;photo;vol;0-1 an;tous_risques;1;moyenne;Île-de-France;App;Franchement, l'ajout des photos bloque à la fin du formulaire malgré plusieurs essais, donc rien n'avance, bonne journée.;franchement ajout photo bloqu fin formulaire essai rien avance bon journée;-1;Commentaires généraux / hors sujet;
2193;2024-08-25;Android;Web;neg;bug;collision;1-3 ans;tiers;1;faible;Nouvelle-Aquitaine;App;Franchement, le bouton valider ne fait rien dès que je passe à l'étape suivante et je perds tout.;franchement bouton valider rien passer étape perdre;18;Thème 18 (à analyser);bouton, valider, confirmer, rien, dernier, jour, mise, manqu, moment, étape
2194;2024-03-05;iOS;Email;neu;authentification;collision;0-1 an;tiers;3;moyenne;Pays de la Loire;Email;C'est mitigé, je n'arrive pas à me connecter quand je valide le code, franchement j'ai dû m'y reprendre, le support via email a aidé.;mitiger arriver connecter valide code franchement devoir reprendre support e-mail aider;75;Thème 75 (à analyser);mail, aider, support, agence, mitiger, réussir, reprendre, devoir, final, refuser
2195;2024-07-01;iOS;Web;pos;parcours;bris_de_glace;1-3 ans;tous_risques;5;forte;Bretagne;Web;Bonne expérience, le parcours est confus entre devis et sinistre mais la résolution a été rapide, honnêtement le suivi était clair, service efficace.;bon expérience parcours confus devis sinistre résolution être rapide honnêtement suivi clair service efficace;136;Thème 136 (à analyser);service, efficace, débloquer, rapidement, début, expérience, échouer, suivi, envoi, cliché
2196;2024-10-11;Android;App;neu;photo;collision;3-10 ans;tiers;3;moyenne;Occitanie;App;C'est mitigé, le scan des documents tourne en rond même en 4G, et j'ai dû m'y reprendre, j'attends une amélioration.;mitiger scan document tourne rond gramme devoir reprendre attendre amélioration;54;Thème 54 (à analyser);document, scan, rond, tourne, amélioration, attendre, agence, reprendre, mitiger, devoir
2197;2024-11-04;Android;App;neg;parcours;collision;1-3 ans;tous_risques;1;faible;Auvergne-Rhône-Alpes;Web;Franchement, les boutons ne sont pas clairs quand il faut choisir le garage, bref je perds un temps fou, bonne journée.;franchement bouton clair falloir choisir garage bref perdre temps fou bon journée;145;Thème 145 (à analyser);choisir, falloir, garage, bouton, clair, fou, temps, perdre, mécontent, réessayer
2198;2024-03-22;Android;Web;neg;bug;vol;10+ ans;tous_risques;1;faible;Bourgogne-Franche-Comté;Web;Très mécontent, ça me déconnecte tout seul sur mon téléphone et je perds tout, honnêtement rien n'avance, je vais réessayer plus tard.;mécontent déconnecter téléphone perdre honnêtement rien avance réessayer tard;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
2199;2024-10-09;Android;Web;neg;photo;bris_de_glace;10+ ans;tous_risques;2;moyenne;Grand Est;App;Franchement, l'ajout des photos bloque après trois essais et je perds tout, franchement rien n'avance, je vais réessayer plus tard.;franchement ajout photo bloquer essai perdre franchement rien avance réessayer tard;46;Thème 46 (à analyser);ajout, photo, bloquer, gramme, essai, avance, décevoir, tard, rien, réessayer
2200;2024-01-12;iOS;Agence;neg;parcours;catastrophe_naturelle;0-1 an;tous_risques;2;forte;Auvergne-Rhône-Alpes;Web;Franchement, le parcours est confus pour une simple déclaration, bref je perds un temps fou, merci de corriger vite.;franchement parcours confus simple déclaration bref perdre temps fou corriger vite;16;Thème 16 (à analyser);simple, déclaration, comprendre, confus, parcours, répèter, demander, info, vite, corriger
2201;2024-11-12;Android;App;neg;lenteur;collision;0-1 an;tous_risques;1;forte;Auvergne-Rhône-Alpes;Agence;Très mécontent, l'app met des minutes à répondre depuis ce matin et je perds tout, donc rien n'avance, je vais réessayer plus tard.;mécontent app mettre minute répondre matin perdre rien avance réessayer tard;70;Thème 70 (à analyser);répondre, minute, matin, mettre, app, journée, vite, corriger, franchement, avance
2202;2024-04-12;iOS;Web;neg;parcours;vol;3-10 ans;tiers;2;faible;Pays de la Loire;App;Franchement je n'arrive pas à trouver où suivre mon sinistre entre devis et sinistre et je perds tout et je perds un temps fou merci.;franchement arriver trouver sinistre devis sinistre perdre perdre temps fou;11;Difficulté à trouver sinistre / devis;trouver, sinistre, arriver, devis, récapitulatif, inadmissible, finir, appeler, rien, avancer
2203;2024-08-07;Android;Téléphone;neg;photo;collision;10+ ans;tiers;2;moyenne;Grand Est;App;Ras-le-bol, je ne peux pas joindre les images sur l'étape des justificatifs, du coup je perds un temps fou, j'espère que ça ira mieux.;ras-le-bol joindre image étape justificatif coup perdre temps fou espérer aller mieux;-1;Commentaires généraux / hors sujet;
2204;2024-07-01;iOS;App;neg;photo;bris_de_glace;1-3 ans;tous_risques;2;faible;Pays de la Loire;Téléphone;Franchement, l'ajout des photos bloque même en 4G malgré plusieurs essais, alors je perds un temps fou, c'est pas sérieux.;franchement ajout photo bloquer gramme essai perdre temps fou sérieux;45;Thème 45 (à analyser);ajout, photo, gramme, fou, temps, bloquer, perdre, sérieux, essai, tard
2205;2024-12-14;Android;App;neg;bug;collision;10+ ans;tous_risques;1;faible;Auvergne-Rhône-Alpes;App;Je suis déçu, un message d'erreur apparaît quand j'ouvre le dossier, et ça bloque encore, j'espère que ça ira mieux.;décevoir message erreur apparaître ouvrir dossier bloquer espérer aller mieux;27;Thème 27 (à analyser);apparaître, erreur, message, dernier, mise, jour, confirmer, aller, dossier, espérer
2206;2024-12-12;Android;Web;pos;bug;collision;1-3 ans;jeune_conducteur;5;faible;Nouvelle-Aquitaine;App;Nickel, j'ai un écran blanc au moment de confirmer au début, puis tout s'est débloqué rapidement, alors j'ai eu une réponse rapide, continuez comme ça.;nickel écran blanc moment confirmer début débloquer rapidement réponse rapide continuer;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
2207;2024-03-06;iOS;Web;neg;lenteur;vol;3-10 ans;pro;1;moyenne;Normandie;App;Ras-le-bol, l'app met des minutes à répondre sur la validation finale malgré plusieurs essais, donc je perds un temps fou, c'est pas sérieux.;ras-le-bol app mettre minute répondre validation final essai perdre temps fou sérieux;58;Thème 58 (à analyser);répondre, minute, validation, mettre, app, final, web, terrible, sérieux, manque
2208;2024-06-05;iOS;Email;neu;complexité;collision;1-3 ans;tous_risques;3;faible;Nouvelle-Aquitaine;App;Pas terrible mais bon les justificatifs demandés sont trop nombreux pour un petit impact et ça passe mais c'est limite le support via app a.;terrible bon justificatif demander trop petit impact passer limite support app;1;Besoin d’aide / support insuffisant;app, aider, support, réussir, mitiger, limite, globalement, passer, reprendre, final
2209;2024-07-22;Android;Téléphone;neu;parcours;catastrophe_naturelle;3-10 ans;pro;3;faible;Hauts-de-France;Téléphone;Ça pourrait être mieux, les infos demandées se répètent sur le récapitulatif, donc j'ai réussi au final, j'attends une amélioration.;mieux info demander répèter récapitulatif réussir final attendre amélioration;172;Thème 172 (à analyser);récapitulatif, amélioration, attendre, confus, parcours, répèter, demander, mitiger, info, comprendre
2210;2024-03-16;Web;App;neg;authentification;vol;3-10 ans;tiers;2;faible;Île-de-France;Web;Franchement, ça bloque sur l'authentification quand je valide le code et je perds tout, honnêtement je perds un temps fou, je vais réessayer plus tard.;franchement bloquer authentification valide code perdre honnêtement perdre temps fou réessayer tard;141;Thème 141 (à analyser);valide, authentification, code, bloquer, agence, équipe, bravo, expliquer, bref, le
2211;2024-02-01;Android;Téléphone;neu;bug;bris_de_glace;0-1 an;tous_risques;3;faible;Nouvelle-Aquitaine;Téléphone;Ça pourrait être mieux, ça boucle sur la même page sur mon téléphone, et ça passe mais c'est limite, le support via téléphone a aidé.;mieux boucle page téléphone passer limite support téléphone aider;186;Thème 186 (à analyser);boucle, téléphone, page, clic, figer, support, final, aider, réussir, globalement
2212;2024-03-30;iOS;App;neu;photo;collision;3-10 ans;tiers;3;moyenne;Hauts-de-France;App;Globalement ça va, je ne peux pas joindre les images à la fin du formulaire, franchement j'ai réussi au final, ça manque de simplicité.;globalement joindre image fin formulaire franchement réussir final manque simplicité;80;Thème 80 (à analyser);simplicité, manque, image, réussir, joindre, final, attente, formulaire, globalement, mitiger
2213;2024-02-13;Android;App;neg;photo;collision;3-10 ans;tiers;1;moyenne;Bretagne;App;Ras-le-bol, je ne peux pas joindre les images même en 4G, mais je perds un temps fou, bonne journée.;ras-le-bol joindre image gramme perdre temps fou bon journée;128;Thème 128 (à analyser);journée, image, bon, joindre, fou, temps, attente, photo, bloqu, perdre
2214;2024-11-25;iOS;App;pos;photo;bris_de_glace;3-10 ans;tiers;5;moyenne;Grand Est;App;Nickel, l'envoi des clichés échoue au moment de valider mais la résolution a été rapide, franchement le suivi était clair, service efficace.;nickel envoi cliché échouer moment valider résolution être rapide franchement suivi clair service efficace;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
2215;2024-09-22;iOS;App;neu;photo;bris_de_glace;3-10 ans;tiers;3;faible;Île-de-France;Web;Pas terrible mais bon, la caméra ne s'ouvre pas après trois essais, du coup j'ai réussi au final, le support via web a aidé.;terrible bon caméra ouvrir essai coup réussir final support web aider;101;Thème 101 (à analyser);caméra, ouvrir, aider, support, app, web, terrible, agence, limite, reprendre
2216;2024-03-06;Web;App;pos;bug;catastrophe_naturelle;1-3 ans;tiers;4;moyenne;Bourgogne-Franche-Comté;Web;Nickel, le bouton valider ne fait rien quand j'ouvre le dossier au début, puis tout s'est débloqué rapidement.;nickel bouton valider rien ouvrir dossier début débloquer rapidement;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
2217;2024-12-07;iOS;Web;neg;photo;incendie;10+ ans;tiers;1;moyenne;Auvergne-Rhône-Alpes;Email;Je suis déçu, l'ajout des photos bloque pendant la déclaration, bref je perds un temps fou, j'ai fini par appeler.;décevoir ajout photo bloqu déclaration bref perdre temps fou finir appeler;-1;Commentaires généraux / hors sujet;
2218;2024-03-30;Web;App;neg;photo;collision;1-3 ans;tiers;1;faible;Hauts-de-France;Web;Je suis déçu, les photos restent en attente au moment de valider, honnêtement rien n'avance, merci quand même.;décevoir photo attente moment valider honnêtement rien avance;10;Photos en attente / rien n’avance;attente, photo, rien, avance, avancer, gramme, vite, mécontent, corriger, sérieux
2219;2024-03-05;Android;App;neg;authentification;vol;1-3 ans;tiers;2;moyenne;Bretagne;Téléphone;Ras-le-bol le mot de passe est refusé après changement de téléphone et je perds tout du coup je perds un temps fou j'ai fini par.;ras-le-bol mot passe refuser changement téléphone perdre coup perdre temps fou finir;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
2220;2024-12-08;Android;App;neg;authentification;collision;1-3 ans;pro;1;moyenne;Bretagne;Téléphone;Ras-le-bol, le lien de connexion expire même après réinitialisation et je perds tout, et rien n'avance, je vais réessayer plus tard.;ras-le-bol lien connexion expir réinitialisation perdre rien avance réessayer tard;124;Thème 124 (à analyser);réinitialisation, connexion, expir, lien, connecter, arriver, réessayer, tard, coup, amélioration
