id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
2125,2024-06-16,Android,App,neu,lenteur,bris_de_glace,3-10 ans,pro,3,faible,Occitanie,Web,"Globalement ça va, le dossier met trop longtemps à s'afficher au moment d'envoyer, mais j'ai dû m'y reprendre, ça manque de simplicité.",globalement dossier mettre trop afficher moment envoyer devoir reprendre manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2126,2024-09-10,iOS,App,neg,photo,collision,10+ ans,tous_risques,2,faible,Auvergne-Rhône-Alpes,Agence,"Ras-le-bol, les photos restent en attente après trois essais, mais ça bloque encore, j'ai fini par appeler.",ras-le-bol photo attente essai bloquer finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2127,2024-09-06,Android,Web,neg,photo,collision,0-1 an,tous_risques,1,faible,Île-de-France,Téléphone,"Franchement, je ne peux pas joindre les images sur l'étape des justificatifs et je perds tout, mais ça bloque encore, j'ai fini par appeler.",franchement joindre image étape justificatif perdre bloquer finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2128,2024-10-13,Web,Web,neu,photo,collision,0-1 an,tous_risques,3,faible,Île-de-France,App,"Globalement ça va, le scan des documents tourne en rond après trois essais, bref j'ai dû m'y reprendre, le support via app a aidé.",globalement scan document tourne rond essai bref devoir reprendre support app aider,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
2129,2024-05-18,iOS,Téléphone,neg,authentification,collision,1-3 ans,tous_risques,1,faible,Grand Est,Email,C'est inadmissible la reconnaissance Face ID échoue alors que mes identifiants sont bons et je perds tout franchement ça bloque encore je vais réessayer plus.,inadmissible reconnaissance face id échouer identifiant bon perdre franchement bloquer réessayer,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2130,2024-08-03,Android,App,neg,photo,collision,0-1 an,tiers,1,faible,Bretagne,App,"Je suis déçu, l'ajout des photos bloque au moment de valider et je perds tout, et rien n'avance, c'est pas sérieux.",décevoir ajout photo bloqu moment valider perdre rien avancer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2131,2024-09-26,iOS,App,neg,photo,collision,10+ ans,tous_risques,1,faible,Nouvelle-Aquitaine,Web,"Franchement, je ne peux pas joindre les images même en 4G, donc rien n'avance, merci de corriger vite.",franchement joindre image rien avance corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2132,2024-02-02,Web,App,neu,complexité,collision,3-10 ans,tous_risques,3,forte,Nouvelle-Aquitaine,App,"C'est mitigé, la procédure est trop longue pour un sinistre simple, bref j'ai dû m'y reprendre, ça manque de simplicité.",mitiger procédure trop long sinistre simple bref devoir reprendre manque simplicité,-1,Outliers,Outliers,Outliers
2133,2024-03-05,Android,App,neu,bug,bris_de_glace,1-3 ans,jeune_conducteur,3,faible,Hauts-de-France,App,"Globalement ça va, le bouton valider ne fait rien au moment de confirmer, alors j'ai dû m'y reprendre, j'attends une amélioration.",globalement bouton valider rien moment confirmer devoir reprendre attendre amélioration,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2134,2024-10-03,iOS,Web,neu,lenteur,collision,3-10 ans,tous_risques,3,moyenne,Bourgogne-Franche-Comté,App,"Ça pourrait être mieux, le dossier met trop longtemps à s'afficher à chaque étape, bref j'ai réussi au final, ça manque de simplicité.",mieux dossier mettre trop afficher étape bref réussir final manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2135,2024-11-27,iOS,Web,pos,photo,bris_de_glace,1-3 ans,pro,5,faible,Île-de-France,Web,"Bonne expérience, les photos restent en attente au moment de valider et j'ai pu finaliser sans stress, mais tout est bien expliqué, service efficace.",bon expérience photo attente moment valider finaliser stress bien expliquer service efficace,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
2136,2024-11-08,Android,App,neg,parcours,collision,0-1 an,tous_risques,1,faible,Bretagne,Email,"Ras-le-bol, je ne comprends pas les étapes pour une simple déclaration et je perds tout, mais rien n'avance, je vais réessayer plus tard.",ras-le-bol comprendre étape simple déclaration perdre rien avancer réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2137,2024-09-04,Android,App,neu,parcours,collision,1-3 ans,jeune_conducteur,3,faible,Nouvelle-Aquitaine,Téléphone,"C'est mitigé, je ne comprends pas les étapes quand il faut choisir le garage, donc j'ai réussi au final, ça manque de simplicité.",mitiger comprendre étape falloir choisir garage réussir final manque simplicité,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
2138,2024-01-11,Android,Téléphone,neg,photo,vol,3-10 ans,tiers,2,moyenne,Grand Est,Web,"Ras-le-bol, l'envoi des clichés échoue pendant la déclaration et je perds tout, bref rien n'avance, je vais réessayer plus tard.",ras-le-bol envoi cliché échouer déclaration perdre bref rien avance réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2139,2024-02-23,Android,Web,neg,bug,collision,0-1 an,tous_risques,2,moyenne,Centre-Val de Loire,App,"Je suis déçu, un message d'erreur apparaît sur la dernière étape, et je perds un temps fou, ça devient pénible.",décevoir message erreur apparaître dernier étape perdre temps fou devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2140,2024-08-17,Web,App,neg,lenteur,bris_de_glace,1-3 ans,pro,2,moyenne,Bretagne,Web,"Ras-le-bol, les pages se figent à chaque clic au moment d'envoyer, honnêtement rien n'avance, j'ai fini par appeler.",ras-le-bol page figer clic moment envoyer honnêtement rien avance finir appeler,7,page / figer / clic,Application figée,page / figer / clic
2141,2024-01-16,Web,App,neu,photo,bris_de_glace,3-10 ans,tiers,3,moyenne,Auvergne-Rhône-Alpes,Téléphone,"Pas terrible mais bon, la caméra ne s'ouvre pas après trois essais, et j'ai réussi au final, le support via téléphone a aidé.",terrible bon caméra ouvrir essai réussir final support téléphone aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2142,2024-10-15,Android,App,neg,complexité,vol,10+ ans,tous_risques,1,forte,Bretagne,App,"C'est inadmissible, on me demande des infos impossibles juste pour une info, bref je perds un temps fou, bonne journée.",inadmissible demande info impossible info bref perdre temps fou bon journée,-1,Outliers,Outliers,Outliers
2143,2024-07-03,Android,Email,neu,photo,catastrophe_naturelle,3-10 ans,tiers,3,faible,Bretagne,Web,"C'est mitigé, la caméra ne s'ouvre pas sur l'étape des justificatifs, et j'ai réussi au final, le support via web a aidé.",mitiger caméra ouvrir étape justificatif réussir final support web aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2144,2024-06-23,Web,App,neg,parcours,collision,1-3 ans,tous_risques,2,faible,Île-de-France,Téléphone,"C'est inadmissible, les boutons ne sont pas clairs sur le récapitulatif, alors je perds un temps fou, bonne journée.",inadmissible bouton clair récapitulatif perdre temps fou bon journée,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2145,2024-11-04,Web,Web,pos,parcours,bris_de_glace,3-10 ans,tiers,5,moyenne,Nouvelle-Aquitaine,Web,"Très satisfait, on tourne en rond dans les écrans entre les onglets au début, puis tout s'est débloqué rapidement.",satisfait tourne rond écran onglet début débloquer rapidement,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2146,2024-03-18,Android,Web,neu,authentification,incendie,3-10 ans,tiers,3,faible,Île-de-France,Téléphone,"Pas terrible mais bon, le mot de passe est refusé quand je valide le code, honnêtement j'ai réussi au final, j'attends une amélioration.",terrible bon mot passe refuser valide code honnêtement réussir final attendre amélioration,-1,Outliers,Outliers,Outliers
2147,2024-01-02,Web,App,neu,lenteur,catastrophe_naturelle,1-3 ans,tous_risques,3,moyenne,Occitanie,Agence,"Ça pourrait être mieux, le site rame énormément quand je joins une pièce, alors ça passe mais c'est limite, ça manque de simplicité.",mieux site rame énormément joindre pièce passer limite manque simplicité,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
2148,2024-09-15,Android,App,neu,parcours,bris_de_glace,3-10 ans,tous_risques,3,faible,PACA,Web,"Globalement ça va, je ne comprends pas les étapes entre les onglets, alors j'ai réussi au final, ça manque de simplicité.",globalement comprendre étape onglet réussir final manque simplicité,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2149,2024-12-21,Android,Web,neg,bug,incendie,1-3 ans,tiers,2,faible,Nouvelle-Aquitaine,Téléphone,Très mécontent ça me déconnecte tout seul dès que je passe à l'étape suivante malgré plusieurs essais donc je perds un temps fou c'est pas.,méconter déconnecter passer étape essai perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2150,2024-10-20,Android,Web,neu,parcours,collision,0-1 an,tiers,3,faible,Occitanie,App,"Pas terrible mais bon, je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif, du coup j'ai dû m'y reprendre, j'attends une amélioration.",terrible bon arriver trouver sinistre récapitulatif coup devoir reprendre attendre amélioration,-1,Outliers,Outliers,Outliers
2151,2024-05-13,Android,Web,neg,bug,bris_de_glace,0-1 an,tous_risques,2,faible,Bretagne,App,"Ras-le-bol, l'application plante après la mise à jour malgré plusieurs essais, donc rien n'avance, c'est pas sérieux.",ras-le-bol application plant mise jour essai rien avance sérieux,13,application / plant / confirmer,application / plant / confirmer,application / plant / confirmer
2152,2024-09-20,Web,App,neg,photo,collision,3-10 ans,tous_risques,1,faible,PACA,App,"Ras-le-bol, je ne peux pas joindre les images à la fin du formulaire, honnêtement je perds un temps fou, je vais réessayer plus tard.",ras-le-bol joindre image fin formulaire honnêtement perdre temps fou réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2153,2024-04-02,iOS,Email,neu,complexité,collision,3-10 ans,tous_risques,3,faible,Nouvelle-Aquitaine,App,"C'est mitigé, c'est trop technique avant de valider, honnêtement j'ai réussi au final, j'attends une amélioration.",mitiger trop technique valider honnêtement réussir final attendre amélioration,-1,Outliers,Outliers,Outliers
2154,2024-02-15,Android,Web,neu,complexité,incendie,0-1 an,tiers,3,faible,Nouvelle-Aquitaine,Web,"Pas terrible mais bon, trop de champs obligatoires juste pour une info, alors j'ai réussi au final, j'attends une amélioration.",terrible bon trop champ obligatoire info réussir final attendre amélioration,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2155,2024-05-05,Android,Web,neg,photo,collision,1-3 ans,tous_risques,2,moyenne,Normandie,App,"Franchement, je ne peux pas joindre les images à la fin du formulaire et je perds tout, mais rien n'avance, merci de corriger vite.",franchement joindre image fin formulaire perdre rien avance corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2156,2024-03-10,Android,Web,neg,photo,collision,0-1 an,tous_risques,1,faible,Nouvelle-Aquitaine,App,"Très mécontent, l'ajout des photos bloque après trois essais et je perds tout, bref rien n'avance, j'espère que ça ira mieux.",mécontent ajout photo bloquer essai perdre bref rien avance espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2157,2024-08-12,Android,Web,neg,photo,incendie,3-10 ans,tous_risques,1,moyenne,Bretagne,Email,"Ras-le-bol, la caméra ne s'ouvre pas au moment de valider et je perds tout, donc je perds un temps fou, merci de corriger vite.",ras-le-bol caméra ouvrir moment valider perdre perdre temps fou corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2158,2024-08-21,Web,App,neg,bug,collision,1-3 ans,jeune_conducteur,2,moyenne,Hauts-de-France,Téléphone,"Ras-le-bol, ça boucle sur la même page sur la dernière étape malgré plusieurs essais, et ça bloque encore, bonne journée.",ras-le-bol boucle page dernier étape essai bloquer bon journée,7,page / figer / clic,Application figée,page / figer / clic
2159,2024-12-30,iOS,App,neg,photo,collision,0-1 an,tous_risques,1,moyenne,Bretagne,Téléphone,"Franchement, les photos restent en attente au moment de valider malgré plusieurs essais, mais rien n'avance, c'est pas sérieux.",franchement photo attente moment valider essai rien avancer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2160,2024-02-16,Web,Email,neg,photo,vol,3-10 ans,tiers,1,faible,Hauts-de-France,Téléphone,"Franchement, la caméra ne s'ouvre pas pendant la déclaration et je perds tout, et je perds un temps fou, c'est pas sérieux.",franchement caméra ouvrir déclaration perdre perdre temps fou sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2161,2024-03-20,Android,App,neg,parcours,vol,0-1 an,tiers,1,faible,Hauts-de-France,Web,"C'est inadmissible, je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif et je perds tout, donc rien n'avance, c'est pas sérieux.",inadmissible arriver trouver sinistre récapitulatif perdre rien avance sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2162,2024-02-19,iOS,App,neg,photo,collision,1-3 ans,tous_risques,2,forte,Auvergne-Rhône-Alpes,App,"Ras-le-bol, le scan des documents tourne en rond même en 4G et je perds tout, alors je perds un temps fou, bonne journée.",ras-le-bol scan document tourne rond perdre perdre temps fou bon journée,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
2163,2024-11-01,Web,App,pos,photo,collision,1-3 ans,tous_risques,4,moyenne,Île-de-France,App,"Merci, l'ajout des photos bloque sur l'étape des justificatifs au début, puis tout s'est débloqué rapidement, franchement j'ai eu une réponse rapide, bravo à l'équipe.",ajout photo bloqu étape justificatif début débloquer rapidement franchement réponse rapide bravo équipe,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2164,2024-03-24,Android,App,pos,bug,collision,3-10 ans,tiers,5,moyenne,Bretagne,App,Bonne expérience ça boucle sur la même page sur la dernière étape au début puis tout s'est débloqué rapidement donc tout est bien expliqué bravo.,bon expérience boucle page dernier étape début débloquer rapidement bien expliquer bravo,7,page / figer / clic,Application figée,page / figer / clic
2165,2024-03-23,Web,Téléphone,neg,parcours,collision,3-10 ans,pro,1,moyenne,Auvergne-Rhône-Alpes,Web,"Ras-le-bol, je ne comprends pas les étapes quand il faut choisir le garage et je perds tout, donc rien n'avance, je vais réessayer plus tard.",ras-le-bol comprendre étape falloir choisir garage perdre rien avance réessayer tard,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
2166,2024-12-17,Android,App,neg,photo,catastrophe_naturelle,1-3 ans,pro,2,moyenne,Nouvelle-Aquitaine,Téléphone,"Très mécontent, les photos restent en attente même en 4G et je perds tout, du coup rien n'avance, c'est pas sérieux.",mécontent photo attente perdre coup rien avancer sérieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2167,2024-11-10,iOS,App,pos,photo,collision,1-3 ans,tiers,4,faible,Hauts-de-France,Web,"Merci, les photos restent en attente pendant la déclaration mais la résolution a été rapide, mais le suivi était clair, bravo à l'équipe.",photo attente déclaration résolution être rapide suivi clair bravo équipe,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2168,2024-10-19,Android,App,pos,lenteur,catastrophe_naturelle,0-1 an,tiers,4,faible,Occitanie,Web,"Bonne expérience, le chargement est interminable à chaque étape et j'ai pu finaliser sans stress, franchement j'ai eu une réponse rapide, continuez comme ça.",bon expérience chargement interminable étape finaliser stress franchement réponse rapide continuer,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
2169,2024-03-27,iOS,App,neg,bug,catastrophe_naturelle,1-3 ans,tous_risques,2,moyenne,Grand Est,App,"C'est inadmissible, ça boucle sur la même page dès que je passe à l'étape suivante, donc ça bloque encore, c'est pas sérieux.",inadmissible boucle page passer étape bloquer sérieux,7,page / figer / clic,Application figée,page / figer / clic
2170,2024-11-16,Android,App,neu,authentification,incendie,1-3 ans,tous_risques,3,moyenne,Centre-Val de Loire,App,"Ça pourrait être mieux, ça bloque sur l'authentification sur l'espace client, honnêtement j'ai dû m'y reprendre, ça manque de simplicité.",mieux bloquer authentification espace client honnêtement devoir reprendre manque simplicité,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2171,2024-05-15,Web,Web,neg,photo,collision,1-3 ans,jeune_conducteur,1,moyenne,Bretagne,App,"Je suis déçu, l'ajout des photos bloque même en 4G malgré plusieurs essais, donc je perds un temps fou, je vais réessayer plus tard.",décevoir ajout photo bloquer essai perdre temps fou réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2172,2024-07-27,iOS,App,neg,authentification,bris_de_glace,10+ ans,jeune_conducteur,1,faible,Nouvelle-Aquitaine,Email,"Je suis déçu, ça bloque sur l'authentification depuis plusieurs tentatives, du coup ça bloque encore, ça devient pénible.",décevoir bloquer authentification tentative coup bloquer devenir pénible,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
2173,2024-05-06,iOS,App,pos,bug,collision,10+ ans,tiers,4,faible,Nouvelle-Aquitaine,Téléphone,"Bonne expérience, un message d'erreur apparaît quand j'ouvre le dossier mais la résolution a été rapide, honnêtement tout est bien expliqué, continuez comme ça, bien.",bon expérience message erreur apparaître ouvrir dossier résolution être rapide honnêtement bien expliquer continuer bien,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2174,2024-03-24,iOS,Web,pos,photo,catastrophe_naturelle,3-10 ans,tous_risques,4,moyenne,PACA,Téléphone,"Bonne expérience, la caméra ne s'ouvre pas sur l'étape des justificatifs et j'ai pu finaliser sans stress, alors le suivi était clair, continuez comme ça.",bon expérience caméra ouvrir étape justificatif finaliser stress suivi clair continuer,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
2175,2024-09-17,iOS,Web,neu,photo,collision,0-1 an,tiers,3,forte,PACA,Web,Pas terrible mais bon le scan des documents tourne en rond sur l'étape des justificatifs mais j'ai dû m'y reprendre le support via web a.,terrible bon scan document tourne rond étape justificatif devoir reprendre support web a.,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
2176,2024-01-09,iOS,App,neg,photo,collision,0-1 an,tiers,2,moyenne,Auvergne-Rhône-Alpes,App,"Franchement, l'envoi des clichés échoue pendant la déclaration, et je perds un temps fou, merci quand même.",franchement envoi cliché échouer déclaration perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2177,2024-08-08,Android,Web,neu,photo,collision,1-3 ans,pro,3,faible,Île-de-France,App,"Ça pourrait être mieux, l'envoi des clichés échoue même en 4G, donc ça passe mais c'est limite, le support via app a aidé.",mieux envoi cliché échouer passer limite support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2178,2024-10-03,Android,App,neg,photo,catastrophe_naturelle,1-3 ans,jeune_conducteur,2,moyenne,Auvergne-Rhône-Alpes,Téléphone,"Je suis déçu, les photos restent en attente sur l'étape des justificatifs, alors je perds un temps fou, ça devient pénible.",décevoir photo attente étape justificatif perdre temps fou devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2179,2024-11-19,Android,Web,neg,complexité,collision,0-1 an,tous_risques,2,faible,Normandie,App,"C'est inadmissible, trop de champs obligatoires alors que j'ai déjà envoyé et je perds tout, donc rien n'avance, je vais réessayer plus tard.",inadmissible trop champ obligatoire envoyer perdre rien avance réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2180,2024-01-11,iOS,App,neu,bug,collision,3-10 ans,tiers,3,forte,Pays de la Loire,Web,"Globalement ça va, l'application plante sur la dernière étape, et j'ai réussi au final, ça manque de simplicité.",globalement application plant dernier étape réussir final manque simplicité,13,application / plant / confirmer,application / plant / confirmer,application / plant / confirmer
2181,2024-05-17,iOS,App,neg,parcours,collision,10+ ans,jeune_conducteur,2,forte,Île-de-France,Téléphone,"Très mécontent, le parcours est confus sur le récapitulatif et je perds tout, donc je perds un temps fou, je vais réessayer plus tard.",mécontent parcours confus récapitulatif perdre perdre temps fou réessayer tard,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2182,2024-05-11,iOS,Web,neg,photo,bris_de_glace,3-10 ans,tiers,2,faible,Île-de-France,App,"Ras-le-bol, le scan des documents tourne en rond au moment de valider malgré plusieurs essais, franchement ça bloque encore, ça devient pénible.",ras-le-bol scan document tourne rond moment valider essai franchement bloquer devenir pénible,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
2183,2024-03-28,iOS,Web,neu,lenteur,vol,1-3 ans,tous_risques,3,faible,Occitanie,Web,"Ça pourrait être mieux, ça mouline sans fin sur la validation finale, honnêtement j'ai dû m'y reprendre, le support via web a aidé.",mieux mouliner fin validation final honnêtement devoir reprendre support web aider,-1,Outliers,Outliers,Outliers
2184,2024-03-09,Android,App,neu,photo,collision,3-10 ans,jeune_conducteur,3,faible,PACA,App,"C'est mitigé, l'envoi des clichés échoue au moment de valider, donc j'ai dû m'y reprendre, le support via app a aidé.",mitiger envoi cliché échouer moment valider devoir reprendre support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2185,2024-12-29,Android,App,neg,bug,catastrophe_naturelle,3-10 ans,pro,1,moyenne,Nouvelle-Aquitaine,Téléphone,"Très mécontent, un message d'erreur apparaît dès que je passe à l'étape suivante malgré plusieurs essais, franchement rien n'avance, ça devient pénible.",mécontent message erreur apparaître passer étape essai franchement rien avance devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2186,2024-12-10,Android,App,neg,parcours,bris_de_glace,10+ ans,tous_risques,2,faible,Occitanie,Téléphone,"Franchement, les infos demandées se répètent entre devis et sinistre et je perds tout, du coup ça bloque encore, c'est pas sérieux.",franchement info demander répèter devis sinistre perdre coup bloquer sérieux,-1,Outliers,Outliers,Outliers
2187,2024-09-09,Android,Web,neg,photo,bris_de_glace,3-10 ans,tiers,1,moyenne,Île-de-France,App,"C'est inadmissible, je ne peux pas joindre les images même en 4G, donc ça bloque encore, merci de corriger vite.",inadmissible joindre image bloquer corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2188,2024-08-08,Web,App,neg,parcours,collision,0-1 an,tiers,1,faible,Nouvelle-Aquitaine,App,"Ras-le-bol, les boutons ne sont pas clairs entre devis et sinistre malgré plusieurs essais, et rien n'avance, ça devient pénible.",ras-le-bol bouton clair devis sinistre essai rien avancer devenir pénible,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2189,2024-06-07,iOS,App,neg,parcours,bris_de_glace,1-3 ans,jeune_conducteur,1,faible,Auvergne-Rhône-Alpes,Téléphone,"Ras-le-bol, les boutons ne sont pas clairs pour une simple déclaration malgré plusieurs essais, mais je perds un temps fou, c'est pas sérieux.",ras-le-bol bouton clair simple déclaration essai perdre temps fou sérieux,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2190,2024-01-21,Android,Web,neg,authentification,bris_de_glace,0-1 an,jeune_conducteur,2,moyenne,Grand Est,App,"Je suis déçu, je n'arrive pas à me connecter après changement de téléphone et je perds tout, bref ça bloque encore, j'ai fini par appeler.",décevoir arriver connecter changement téléphone perdre bref bloquer finir appeler,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
2191,2024-10-25,Android,App,neg,lenteur,incendie,10+ ans,tous_risques,2,moyenne,Pays de la Loire,App,"C'est inadmissible, le chargement est interminable au moment d'envoyer et je perds tout, du coup ça bloque encore, merci quand même.",inadmissible chargement interminable moment envoyer perdre coup bloquer,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2192,2024-01-01,iOS,App,neg,photo,vol,0-1 an,tous_risques,1,moyenne,Île-de-France,App,"Franchement, l'ajout des photos bloque à la fin du formulaire malgré plusieurs essais, donc rien n'avance, bonne journée.",franchement ajout photo bloqu fin formulaire essai rien avance bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2193,2024-08-25,Android,Web,neg,bug,collision,1-3 ans,tiers,1,faible,Nouvelle-Aquitaine,App,"Franchement, le bouton valider ne fait rien dès que je passe à l'étape suivante et je perds tout.",franchement bouton valider rien passer étape perdre,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
2194,2024-03-05,iOS,Email,neu,authentification,collision,0-1 an,tiers,3,moyenne,Pays de la Loire,Email,"C'est mitigé, je n'arrive pas à me connecter quand je valide le code, franchement j'ai dû m'y reprendre, le support via email a aidé.",mitiger arriver connecter valide code franchement devoir reprendre support e-mail aider,-1,Outliers,Outliers,Outliers
2195,2024-07-01,iOS,Web,pos,parcours,bris_de_glace,1-3 ans,tous_risques,5,forte,Bretagne,Web,"Bonne expérience, le parcours est confus entre devis et sinistre mais la résolution a été rapide, honnêtement le suivi était clair, service efficace.",bon expérience parcours confus devis sinistre résolution être rapide honnêtement suivi clair service efficace,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2196,2024-10-11,Android,App,neu,photo,collision,3-10 ans,tiers,3,moyenne,Occitanie,App,"C'est mitigé, le scan des documents tourne en rond même en 4G, et j'ai dû m'y reprendre, j'attends une amélioration.",mitiger scan document tourne rond devoir reprendre attendre amélioration,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
2197,2024-11-04,Android,App,neg,parcours,collision,1-3 ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,Web,"Franchement, les boutons ne sont pas clairs quand il faut choisir le garage, bref je perds un temps fou, bonne journée.",franchement bouton clair falloir choisir garage bref perdre temps fou bon journée,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
2198,2024-03-22,Android,Web,neg,bug,vol,10+ ans,tous_risques,1,faible,Bourgogne-Franche-Comté,Web,"Très mécontent, ça me déconnecte tout seul sur mon téléphone et je perds tout, honnêtement rien n'avance, je vais réessayer plus tard.",mécontent déconnecter téléphone perdre honnêtement rien avance réessayer tard,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
2199,2024-10-09,Android,Web,neg,photo,bris_de_glace,10+ ans,tous_risques,2,moyenne,Grand Est,App,"Franchement, l'ajout des photos bloque après trois essais et je perds tout, franchement rien n'avance, je vais réessayer plus tard.",franchement ajout photo bloquer essai perdre franchement rien avance réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
2200,2024-01-12,iOS,Agence,neg,parcours,catastrophe_naturelle,0-1 an,tous_risques,2,forte,Auvergne-Rhône-Alpes,Web,"Franchement, le parcours est confus pour une simple déclaration, bref je perds un temps fou, merci de corriger vite.",franchement parcours confus simple déclaration bref perdre temps fou corriger vite,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
2201,2024-11-12,Android,App,neg,lenteur,collision,0-1 an,tous_risques,1,forte,Auvergne-Rhône-Alpes,Agence,"Très mécontent, l'app met des minutes à répondre depuis ce matin et je perds tout, donc rien n'avance, je vais réessayer plus tard.",mécontent app mettre minute répondre matin perdre rien avance réessayer tard,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
2202,2024-04-12,iOS,Web,neg,parcours,vol,3-10 ans,tiers,2,faible,Pays de la Loire,App,Franchement je n'arrive pas à trouver où suivre mon sinistre entre devis et sinistre et je perds tout et je perds un temps fou merci.,franchement arriver trouver sinistre devis sinistre perdre perdre temps fou,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
